<strong>JS Classes: Definition</strong><br>[Source: understanding js the weird parts/classes/under the hood.md]<br>What is a <strong>Class</strong> in JavaScript under the hood?	It is just a <strong>function</strong> with a special signature (syntactic sugar).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fclasses%2Funder%20the%20hood
<strong>JS Classes: Prototype</strong><br>[Source: understanding js the weird parts/classes/under the hood.md]<br>What is the relationship between an instance's `__proto__` and the Class's `prototype`?	They are <strong>equal</strong> (`instance.__proto__ === Class.prototype`).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fclasses%2Funder%20the%20hood
<strong>JS Internals: Event Queue</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/asynchronous callbacks.md]<br>When does the JS engine look at the <strong>Event Queue</strong> to process notifications?	Only when the <strong>Execution Stack is empty</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fasynchronous%20callbacks
<strong>JS Internals: Execution Context</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/code execution.md]<br>What happens during the <strong>Execution Phase</strong> of an execution context?	The engine runs the code <strong>line by line</strong>, using components set up in the creation phase.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fcode%20execution
<strong>JS Internals: Hoisting</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/creation and hoisting.md]<br>What value is assigned to variables during the <strong>Creation Phase</strong> (Hoisting)?	`undefined`.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fcreation%20and%20hoisting
<strong>JS Internals: Function Invocation</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/FUNCTION INVOCATION AND THE EXECUTION CONTEXT.md]<br>What is created every time a function is <strong>invoked</strong>?	A new <strong>Execution Context</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2FFUNCTION%20INVOCATION%20AND%20THE%20EXECUTION%20CONTEXT
<strong>JS Internals: Variable Environment</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/function, context and variable environment.md]<br>What does the <strong>Variable Environment</strong> describe?	Where variables <strong>live</strong> in memory and how they relate to each other within an execution context.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Ffunction%2C%20context%20and%20variable%20environment
<strong>JS Internals: Objects</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/name-value pairs and objects.md]<br>What is an <strong>Object</strong> in JavaScript essentially?	A collection of <strong>Name-Value Pairs</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fname-value%20pairs%20and%20objects
<strong>JS Execution: Single Threaded</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/single threader synchronous execution.md]<br>What does <strong>Single Threaded</strong> mean in JavaScript?	Only <strong>one command</strong> is executed at a time.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fsingle%20threader%20synchronous%20execution
<strong>JS Internals: Syntax Parser</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/syntax parser, execution context and lexical environment.md]<br>What is a <strong>Syntax Parser</strong>?	A program that reads code, determines if it's grammatically valid, and translates it for the computer.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fsyntax%20parser%2C%20execution%20context%20and%20lexical%20environment
<strong>JS Internals: Lexical Environment</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/syntax parser, execution context and lexical environment.md]<br>What does <strong>Lexical Environment</strong> refer to?	Where code sits <strong>physically</strong> in the source files (and thus where it sits in memory).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fsyntax%20parser%2C%20execution%20context%20and%20lexical%20environment
<strong>JS Internals: Global Object</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/the global environment and global object.md]<br>What two things does the <strong>Global Execution Context</strong> create?	1. The <strong>Global Object</strong> (e.g., `window`)<br>2. The variable `this`	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fthe%20global%20environment%20and%20global%20object
<strong>JS Internals: Scope Chain</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/the scope chain.md]<br>If a variable is not found in the current execution context, where does JS look?	It looks in the <strong>Outer Environment</strong> (Lexical Parent) via the <strong>Scope Chain</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fthe%20scope%20chain
<strong>JS Internals: Scope Chain</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/the scope chain.md]<br>Is the reference to the outer environment determined by the call stack or lexical placement?	It is determined by <strong>Lexical Placement</strong> (where the function was written).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fthe%20scope%20chain
<strong>JS Types: Undefined</strong><br>[Source: understanding js the weird parts/execution context and lexical environment/undefined.md]<br>What is `undefined` in JavaScript?	A special <strong>value</strong> (and type) that indicates a variable has been declared but not set.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fexecution%20context%20and%20lexical%20environment%2Fundefined
<strong>JS Types: Global Symbols</strong><br>[Source: understanding js the weird parts/global symbols.md]<br>How do you create a symbol that is accessible globally across files?	<pre style='text-align:left; font-family:monospace;'><code>Symbol.for('keyName')</code></pre>	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fglobal%20symbols
<strong>JS Functions: Bind</strong><br>[Source: understanding js the weird parts/objects and functions/call, apply, bind.md]<br>What does `bind()` return?	A <strong>new function</strong> copy with `this` permanently set to the specified object.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fcall%2C%20apply%2C%20bind
<strong>JS Functions: Call vs Apply</strong><br>[Source: understanding js the weird parts/objects and functions/call, apply, bind.md]<br>What is the difference between `call()` and `apply()`?	`call` takes arguments as a <strong>list</strong> (comma-separated).<br>`apply` takes arguments as an <strong>array</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fcall%2C%20apply%2C%20bind
<strong>JS Functions: Function Currying</strong><br>[Source: understanding js the weird parts/objects and functions/call, apply, bind.md]<br>How can you implement <strong>Function Currying</strong> using `bind`?	By passing arguments to `bind` (e.g., `fn.bind(this, arg1)`), creating a new function with those arguments pre-set.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fcall%2C%20apply%2C%20bind
<strong>JS Functions: Closures</strong><br>[Source: understanding js the weird parts/objects and functions/closures.md]<br>What is a <strong>Closure</strong>?	The ability of a function to access variables from its <strong>outer lexical environment</strong> even after the outer function has finished executing.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fclosures
<strong>JS Functions: Functional Programming</strong><br>[Source: understanding js the weird parts/objects and functions/functional programming.md]<br>In functional programming, how can you adapt a multi-argument function for a single-argument callback (e.g., in `map`)?	Use <strong>Function Currying</strong> (via `bind` or closure) to preset the extra arguments.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Ffunctional%20programming
<strong>JS Internals: `this` Keyword</strong><br>[Source: understanding js the weird parts/objects and functions/functions , objects and this keyword.md]<br>What does `this` refer to inside a <strong>method</strong> of an object?	The <strong>object</strong> the method is called on.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Ffunctions%20%2C%20objects%20and%20this%20keyword
<strong>JS Internals: `this` Keyword</strong><br>[Source: understanding js the weird parts/objects and functions/functions , objects and this keyword.md]<br>What does `this` refer to inside a <strong>regular function</strong> (not a method)?	The <strong>Global Object</strong> (e.g., `window`) or `undefined` in strict mode.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Ffunctions%20%2C%20objects%20and%20this%20keyword
<strong>JS Functions: Expressions vs Statements</strong><br>[Source: understanding js the weird parts/objects and functions/functions ; statements vs expressions.md]<br>Why can't you call a Function Expression before its definition (Hoisting)?	Because the variable is hoisted with a value of `undefined`, not the function code.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Ffunctions%20%3B%20statements%20vs%20expressions
<strong>JS Functions: First Class</strong><br>[Source: understanding js the weird parts/objects and functions/functions are object.md]<br>What does it mean that functions are <strong>First Class</strong>?	You can treat them like any other variable (pass them, return them, assign them properties).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Ffunctions%20are%20object
<strong>JS Functions: IIFE</strong><br>[Source: understanding js the weird parts/objects and functions/IIFEs.md]<br>What is an <strong>IIFE</strong>?	Immediately Invoked Function Expression.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2FIIFEs
<strong>JS Objects: JSON</strong><br>[Source: understanding js the weird parts/objects and functions/JSON.md]<br>What is the key syntax difference between JSON and JS Object Literals?	JSON property keys <strong>must</strong> be wrapped in <strong>double quotes</strong>.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2FJSON
<strong>JS Types: Pass by Value/Reference</strong><br>[Source: understanding js the weird parts/objects and functions/pass by value vs pass by reference.md]<br>Are Objects passed by value or reference in JS?	<strong>By Reference</strong> (copy of the address).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fpass%20by%20value%20vs%20pass%20by%20reference
<strong>JS Objects: Property Access</strong><br>[Source: understanding js the weird parts/objects and functions/the dot.md]<br>What are the two ways to access object properties?	1. Dot notation (`obj.prop`)<br>2. Bracket notation (`obj['prop']`)	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fobjects%20and%20functions%2Fthe%20dot
<strong>JS Types: typeof</strong><br>[Source: understanding js the weird parts/odds and ends.md]<br>What is the result of `typeof null` (legacy bug)?	`"object"`.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Fodds%20and%20ends
<strong>JS Objects: `new` Operator</strong><br>[Source: understanding js the weird parts/OOP/function constructor.md]<br>What does the `new` operator do (4 steps)?	1. Creates a new empty object<br>2. Invokes the function<br>3. Binds `this` to the new object<br>4. Returns the new object	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2FOOP%2Ffunction%20constructor
<strong>JS Objects: Object.create</strong><br>[Source: understanding js the weird parts/OOP/Object.create().md]<br>What does `Object.create(proto)` do?	It creates a new empty object that inherits from the specified `proto` object.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2FOOP%2FObject.create%28%29
<strong>JS OOP: Prototypes</strong><br>[Source: understanding js the weird parts/OOP/prototypical inheritance.md]<br>What is the <strong>Prototype Chain</strong>?	A series of linked objects that JS traverses to find properties/methods that are not on the object itself.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2FOOP%2Fprototypical%20inheritance
<strong>JS Types: Coercion</strong><br>[Source: understanding js the weird parts/types and operators/coercion.md]<br>What is <strong>Coercion</strong>?	Converting a value from one type to another (often automatically).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Ftypes%20and%20operators%2Fcoercion
<strong>JS Operators: Precedence</strong><br>[Source: understanding js the weird parts/types and operators/comparsion.md]<br>Why does `3 < 2 < 1` return `true`?	Because `3 < 2` is `false` (0), and `0 < 1` is `true`. (Left-to-right associativity).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Ftypes%20and%20operators%2Fcomparsion
<strong>JS Operators: Associativity</strong><br>[Source: understanding js the weird parts/types and operators/operators.md]<br>What is <strong>Associativity</strong>?	The order in which operators with the <strong>same precedence</strong> are called (Left-to-Right or Right-to-Left).	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Ftypes%20and%20operators%2Foperators
<strong>JS Types: Dynamic Typing</strong><br>[Source: understanding js the weird parts/types and operators/types.md]<br>What is <strong>Dynamic Typing</strong>?	Variables do not hold types; the JS engine figures out the type of data during execution.	obsidian://open?vault=mohamed&file=understanding%20js%20the%20weird%20parts%2Ftypes%20and%20operators%2Ftypes
